id,date,url,views,funnel_role,persona_bits,anger_target,product_mentioned,hook,note
DUsKcB8iRc9,2026-02-14,https://www.instagram.com/reel/DUsKcB8iRc9/,20000,유입,유머,,N,두바이에서 테토녀 기싸움(?) 하다,두바이 초콜릿 흥정 콩트 — 유머 도달
DUu9TNJiT9d,2026-02-14,https://www.instagram.com/reel/DUu9TNJiT9d/,1237000,유입,자기서사|분노,고객대변,N,1996년 제가 6살쯤,"명절 성역할이라는 사회 통념 겨냥, 124만뷰 (전사 가사뿐 — 캡션만)"
DUxu9ByCSLg,2026-02-16,https://www.instagram.com/reel/DUxu9ByCSLg/,33000,신뢰,자기서사,,N,딩크였다가 아이 둘을 임신하게 된 이야기,지병·매일 자가주사라는 당사자성 투병 서사가 본체
DU0WnvfCT8D,2026-02-17,https://www.instagram.com/reel/DU0WnvfCT8D/,21000,유입,고객편에서는순간|유머,,N,애기를 지금 심부름을 보냈는데,아이 첫 심부름 관찰 — 육아 감성 도달
DU5KZJ1CTOf,2026-02-19,https://www.instagram.com/reel/DU5KZJ1CTOf/,9917,유입,고객편에서는순간,,N,엄마없이 둘이서만 심부름가는 아이들,"심부름 2편, 아이 시점 육아 콘텐츠"
DU7py0yCcen,2026-02-19,https://www.instagram.com/reel/DU7py0yCcen/,515000,유입,도발사이다|유머,,N,행복하게 잘 사는 부부는 와이프 말을 잘 들어,부부 권력 담론 사이다 — 51만뷰 도달용
DU7wtjpCepA,2026-02-20,https://www.instagram.com/reel/DU7wtjpCepA/,159000,유입,도발사이다,,N,이건 아닌 것 같아요. 딱 잘라서 거절할,사회생활 거절법 처세 — 대중 소재
DU-vYBUCXXB,2026-02-21,https://www.instagram.com/reel/DU-vYBUCXXB/,49000,유입,도발사이다|전문성,,N,적을 내 편으로 만드는 방법이야,"진상 고객 응대 스킬이지만 CS 자체보다 일반 처세술로 소구 — 판정 애매, 도달 목적 우세"
DVBJFveia61,2026-02-21,https://www.instagram.com/reel/DVBJFveia61/,38000,유입,고객편에서는순간,,N,연애할땐 소녀로 결혼할땐 여자로,9년 부부 회고 감성 클립
DVCrHqCgb9D,2026-02-22,https://www.instagram.com/reel/DVCrHqCgb9D/,13000,신뢰,자기서사,,N,3주째 목소리가 아예 안 나오게 됐어요,목소리 잃은 상태를 그대로 노출하고 도움 요청 — 진정성 있는 일상
DVLGQMsCWef,2026-02-25,https://www.instagram.com/reel/DVLGQMsCWef/,145000,유입,자기서사,,N,몇 년생 애들 낳느라 쓴 돈? 정리해줄게,출산 회복 비용 리스트 — 육아+돈 대중 소재
DVLPitKiYhV,2026-02-26,https://www.instagram.com/reel/DVLPitKiYhV/,33000,유입,유머,,N,오늘 저 출근메이크업을 한번 해볼건데요,ENTP 밈 출근 메이크업 짧은 유머
DVN2q-siXac,2026-02-27,https://www.instagram.com/reel/DVN2q-siXac/,25000,유입,도발사이다|전문성,,N,다 예스라고 대답하면 월에 천만원 벌 수,성공 마인드셋 체크리스트 — 저장·공유 유도 도달형
DVNq_ItiS3L,2026-02-27,https://www.instagram.com/reel/DVNq_ItiS3L/,2645000,유입,고객편에서는순간|유머,,N,초보엄마아빠의 첫째육아 vs 둘째육아,265만뷰 첫째/둘째 육아 대비 밈 (전사 가사뿐 — 캡션만)
DVQ5pwNCfM6,2026-02-28,https://www.instagram.com/reel/DVQ5pwNCfM6/,15000,유입,전문성|도발사이다,,N,내가 원하는 걸 다 이루면서 사는 비법,"자기계발 6원칙, 저장 유도형 대중 소재"
DVaj7-vkYSo,2026-03-03,https://www.instagram.com/reel/DVaj7-vkYSo/,675000,유입,도발사이다|전문성,,N,육아 힘든 엄마들 잘 봐. 뭐가 힘들어?,훈육 일관성 사이다 — 68만뷰 도달용
DVdK_4HCeqH,2026-03-04,https://www.instagram.com/reel/DVdK_4HCeqH/,27000,유입,고객편에서는순간|도발사이다,,N,엄마는 너한테 하나도 안 미안해,죄책감 육아 반박 — 대중 공감 소재
DVf-QlcCade,2026-03-05,https://www.instagram.com/reel/DVf-QlcCade/,442000,유입,도발사이다|자기서사,,N,"돈 많이 벌고 싶지, 그럼 살을 빼야 돼","성공=감량 도발, 본인 30kg 감량 서사 곁들임 — 44만뷰 도달"
DVf-066Ca_b,2026-03-06,https://www.instagram.com/reel/DVf-066Ca_b/,162000,유입,전문성|고객편에서는순간,,N,내가 식습관 교육 제대로 하는 방법 알려줄게,식습관 훈육 노하우 — 육아 실용 도달
DVk94mMiVcS,2026-03-07,https://www.instagram.com/reel/DVk94mMiVcS/,36000,유입,전문성,,N,집안일은 잘하는 사람이 잘하는 걸 하는 거야,"맞벌이 가사분담론, 청소 바우처 링크는 있으나 AD솔루션과 무관"
DVlKg6ViV15,2026-03-08,https://www.instagram.com/reel/DVlKg6ViV15/,17000,유입,전문성|고객편에서는순간,,N,"편식하는 아이, 편식 고치는 방법 알려줄게",편식 교정 노하우 — 육아 실용 도달
DVqVh-UCTpq,2026-03-10,https://www.instagram.com/reel/DVqVh-UCTpq/,11000,유입,전문성|자기서사,,N,스트레스 받아서 잠 안 올 때 쓰는 방법,불면 대처 팁 — 대중 생활 소재
DVtG3d3CXmK,2026-03-11,https://www.instagram.com/reel/DVtG3d3CXmK/,19000,유입,고객편에서는순간,,N,첫째가 좋아요? 둘째가 좋아요?,형제 편애 담론 — 육아 공감 도달
DVxtst9CUEr,2026-03-12,https://www.instagram.com/reel/DVxtst9CUEr/,69000,유입,자기서사|유머,,N,나는 취미가 없거든?,취미 없는 삶 자조 유머 — 워킹맘 공감 도달
DV2_DoXCWkY,2026-03-14,https://www.instagram.com/reel/DV2_DoXCWkY/,15000,유입,자기서사,,N,애 낳고 나니까 운동은 살기 위해 하는 거야,산후 통증·운동 공감 — 대중 건강 소재
DV51rWFie9o,2026-03-16,https://www.instagram.com/reel/DV51rWFie9o/,15000,유입,유머,,N,공룡이 죽으면 어떻게 돼?,아이 T성향 대화 유머 클립
DV7_yXOif2n,2026-03-16,https://www.instagram.com/reel/DV7_yXOif2n/,54000,유입,도발사이다|자기서사,,N,지금 친구들 다 영원할 것 같지?,10~20대 대상 인생조언 — 대중 소재
DV-97TeifcA,2026-03-17,https://www.instagram.com/reel/DV-97TeifcA/,347000,유입,도발사이다|전문성,,N,아침마다 애랑 실랑이하는 엄마들 잘 들어라,등원 실랑이 사이다 훈육론 — 35만뷰
DV-9ZGjCcsa,2026-03-17,https://www.instagram.com/reel/DV-9ZGjCcsa/,2518000,유입,유머|자기서사,,N,둘째들 모여봐 나도 둘째거든,252만뷰 둘째 정체성 밈 — 최대 도달
DWBLv5BieSJ,2026-03-18,https://www.instagram.com/reel/DWBLv5BieSJ/,82000,유입,도발사이다|유머,,N,진짜 집에 오자마자 또 누워있었네?,남편에게 공유 유도하는 부부 잔소리 콩트 — 확산 설계
DV_F7KcCUJ-,2026-03-19,https://www.instagram.com/reel/DV_F7KcCUJ-/,102000,신뢰,자기서사|분노,받아치기,N,임신이 쉽다고? 누가 그러냐?,루푸스·아나필락시스 응급실 등 본인 병력으로 반박 — 당사자성 신뢰. 대상이 통념인지 특정 발언인지 애매
DWBJ-E1iSLw,2026-03-19,https://www.instagram.com/reel/DWBJ-E1iSLw/,23000,신뢰,도발사이다|분노|자기서사,받아치기,N,누가 뭐 따라하네 컨셉이 비슷하네,"카피 논란 대응, 오리지널리티 선언 — 브랜드 태도로 신뢰 축적"
DWD07m1iZhJ,2026-03-20,https://www.instagram.com/reel/DWD07m1iZhJ/,178000,유입,유머|도발사이다,,N,부부싸움에서 내가 이기는 방법 알려줄까?,한 줄 펀치라인 밈 — 18만뷰 도달용
DWBLn5biRaP,2026-03-21,https://www.instagram.com/reel/DWBLn5biRaP/,17000,유입,고객편에서는순간|유머,,N,그마해라 지짜.... 육아 산넘어 산,육아 피로 감성 클립 (전사 가사뿐 — 캡션만)
DWJM7rNCQyC,2026-03-22,https://www.instagram.com/reel/DWJM7rNCQyC/,17000,유입,도발사이다|고객편에서는순간,,N,타인의 시선에 의해 나를 고치지말고,"자기수용 담론 — 대중 공감 (전사 무의미, 캡션만)"
DWN-luJiXUv,2026-03-23,https://www.instagram.com/reel/DWN-luJiXUv/,27000,유입,전문성,,N,기저귀 떼는 게 이렇게 힘든 건 줄 몰랐다,"기저귀 떼기 노하우 — 육아 실용 도달, 저장 유도"
DWN-YLtCU_J,2026-03-24,https://www.instagram.com/reel/DWN-YLtCU_J/,30000,유입,고객편에서는순간|유머,,N,만3세 순수시절(?),"아이 대화 유머 클립 (전사 무의미, 캡션만)"
DWOMpgtiZZj,2026-03-24,https://www.instagram.com/reel/DWOMpgtiZZj/,12000,유입,전문성,,N,30대 중반 워킹맘은 어떤 립을 바를까?,"타사 립 8종 내돈내산 리뷰 — 뷰티 도달 소재, AD솔루션 무관"
DWVsnAxifDs,2026-03-26,https://www.instagram.com/reel/DWVsnAxifDs/,143000,유입,전문성|도발사이다,,N,30세 넘었으면 메이크업 이딴 식으로 하면,메이크업 컨설팅 이력을 근거로 쓰나 목적은 팔로우 유도 — 14만뷰 도달
DWVtgfXCTyX,2026-03-26,https://www.instagram.com/reel/DWVtgfXCTyX/,19000,유입,고객편에서는순간,,N,나중에 사춘기 와서 엄마 속상하게 하면,아이와 사춘기 대화 감성 클립
DWYaekLCci4,2026-03-27,https://www.instagram.com/reel/DWYaekLCci4/,28000,유입,전문성,,N,이렇게 되기 위해 메이크업하는 방법 알려줄게,메이크업 튜토리얼 — 뷰티 도달 소재
DWY2SSHiT6k,2026-03-28,https://www.instagram.com/reel/DWY2SSHiT6k/,30000,유입,유머,,N,나이 들면 이럴 줄은 몰랐지,36살 마인드 유머 — 대중 공감
DWYdZjvifSZ,2026-03-28,https://www.instagram.com/reel/DWYdZjvifSZ/,16000,유입,전문성,,N,봄이다 놀러 가야지 이 얼굴 한번 가보자,봄 메이크업 튜토리얼 — 뷰티 도달
DWgP_ExiW84,2026-03-31,https://www.instagram.com/reel/DWgP_ExiW84/,20000,유입,유머|자기서사,,N,애기 키울 때 제일 많이 찾아봤던 게 뭔 줄,원더윅스 흑역사 자조 — 초보엄마 공감 도달
DWinrGzCdUR,2026-03-31,https://www.instagram.com/reel/DWinrGzCdUR/,22000,유입,유머|자기서사,,N,병원 주차장에서 노래좀 불렀는데,외향내향인 자조 + 노래 (전사 가사뿐 — 캡션만)
DWinojdCfIT,2026-04-01,https://www.instagram.com/reel/DWinojdCfIT/,19000,유입,도발사이다|분노,받아치기,N,왜 맞는 말 하면 기분 나빠해?,악플 유발 주제 목록화해 되받아침 — 그 자체가 도달 설계
DWjCLn0CX2B,2026-04-02,https://www.instagram.com/reel/DWjCLn0CX2B/,13000,유입,유머,,N,신청곡 댓글로 남겨주세요,"아이돌곡 커버, 댓글 유도 (전사 가사뿐 — 캡션만)"
DWqTHoGifXB,2026-04-03,https://www.instagram.com/reel/DWqTHoGifXB/,72000,신뢰,도발사이다|자기서사,,Y,내가 광고랑 공구 안 하는 거 왠 줄 알아?,공구·광고 제안 거절 선언 — '내가 광고주다' 브랜드 대표 정직함
DWq1aChiUrZ,2026-04-04,https://www.instagram.com/reel/DWq1aChiUrZ/,34000,유입,유머,,N,9년차 부부의 좁혀지지 않는 간극,부부 가치관 대화 콩트 — 도달용
DWygCt7CZvy,2026-04-06,https://www.instagram.com/reel/DWygCt7CZvy/,133000,신뢰,자기서사|고객편에서는순간,,N,저는 대부분 점심은 삼각김밥을 먹어요,"돈 벌어도 삼각김밥이라는 대표의 실제 일상 — 13만뷰, 진정성"
DWyciVWCYo7,2026-04-07,https://www.instagram.com/reel/DWyciVWCYo7/,21000,유입,유머,,N,작년 이맘때 남편이랑 둘이 갔던 프라하,"여행 밈 클립 (전사 무의미, 캡션만)"
DW59TeaiVQ9,2026-04-09,https://www.instagram.com/reel/DW59TeaiVQ9/,401000,유입,전문성|도발사이다,,N,나 드디어 둘째 기저귀 뗐다,기저귀 떼기 방법론 — 40만뷰 육아 실용 도달
DW59GCwCekB,2026-04-10,https://www.instagram.com/reel/DW59GCwCekB/,134000,신뢰,도발사이다|분노|자기서사,고객대변,N,"인스타에 월에 천만원 딸깍, 그딴 거 없어",월1000 부업강의 업계를 향한 분노 + 사무실·직원3명 실제 원가 공개
DW8ZyjCiZer,2026-04-11,https://www.instagram.com/reel/DW8ZyjCiZer/,25000,유입,도발사이다|전문성,,N,육아를 잘하려면 체력이랑 멘탈이 좋아야 돼,"훈육 체력론 — 육아 대중 소재, 말미에 팔로우 유도"
DW_dirJCeZI,2026-04-12,https://www.instagram.com/reel/DW_dirJCeZI/,27000,유입,고객편에서는순간,,N,저는 남편을 케어해주는 걸 좋아해요,부부 애정 일상 — 관계 공감 도달
DXDlmi7CS9O,2026-04-13,https://www.instagram.com/reel/DXDlmi7CS9O/,27000,신뢰,자기서사,,N,드디어 사무실을 계약했습니다,사업 만2년차 첫 단독 사무실 — 성장 과정 공개로 신뢰 축적
DW6ZNEfCbWM,2026-04-14,https://www.instagram.com/reel/DW6ZNEfCbWM/,15000,유입,고객편에서는순간,,N,지나고보면 별일 아닌 일로 화내고 싸울때,감정 관리 감성 클립 (전사 가사뿐 — 캡션만)
DXG_zg4CVjO,2026-04-14,https://www.instagram.com/reel/DXG_zg4CVjO/,321000,유입,자기서사|전문성,,N,내가 키 커지는 거 알려줄게,유전 거스른 키 성장법 — 32만뷰 육아 대중 소재
DXHPR_ViTyg,2026-04-14,https://www.instagram.com/reel/DXHPR_ViTyg/,857000,유입,도발사이다|유머,,N,싸가지가 없던지 정병이 있던지,86만뷰 도발 펀치라인 — 최대 도달 소재
DXG_Fh3Cenj,2026-04-15,https://www.instagram.com/reel/DXG_Fh3Cenj/,14000,유입,도발사이다,,N,이런 사람은 세상에 존재하지 않아,비교 그만두라는 자기수용 사이다 — 대중 소재
DXJbzNKCRp8,2026-04-16,https://www.instagram.com/reel/DXJbzNKCRp8/,102000,유입,전문성,,N,잘 안 자는 애들 잘 재우는 거,수면교육 노하우 — 육아 실용 도달
DXL6jojidw4,2026-04-17,https://www.instagram.com/reel/DXL6jojidw4/,17000,신뢰,전문성|자기서사,,Y,내 사업의 레벨에 대해서 설명해볼게,"사업자 등록→제조→마케팅→대출까지 자사 사업 구조 공개, 제품·유통 언급"
DXOY0EiCSOS,2026-04-17,https://www.instagram.com/reel/DXOY0EiCSOS/,34000,유입,자기서사|전문성,,N,애 둘 낳고 이렇게 얼굴 지금이 좋냐,"시술 효과/무효과 솔직 정리 — 뷰티 도달 소재, AD솔루션 무관"
DXOYpr-icTp,2026-04-17,https://www.instagram.com/reel/DXOYpr-icTp/,37000,신뢰,자기서사,,N,최근에 산거 중에 가장 비싼거 보여드릴까,새 사무실 공개 — 사업 성장 증거
DXWVOe8iQtq,2026-04-20,https://www.instagram.com/reel/DXWVOe8iQtq/,53000,유입,도발사이다|분노,고객대변,N,병원에서 진짜 이해 없는 걸 봤거든?,보상형 육아 통념을 겨냥한 목격담 분노 — 육아 담론 도달
DXWbJEDiUc8,2026-04-20,https://www.instagram.com/reel/DXWbJEDiUc8/,63000,신뢰,자기서사|고객편에서는순간,,N,갑자기 우는 저의 모습 생소하죠?,항상 강한 이미지 뒤의 우는 모습 노출 — 취약함 공개형 진정성
DXY-ME2iarK,2026-04-21,https://www.instagram.com/reel/DXY-ME2iarK/,83000,유입,전문성|유머,,N,운전 잘하려면 이것만 기억하면 돼,운전 팁 — 대중 생활 소재
DXZCl-lCUr6,2026-04-22,https://www.instagram.com/reel/DXZCl-lCUr6/,30000,유입,전문성|도발사이다,,N,어떤 기준 안에서 움직여야 돼,"훈육 기준 5가지 — 육아 실용 도달, 저장 유도"
DXd9nDmifw3,2026-04-23,https://www.instagram.com/reel/DXd9nDmifw3/,132000,유입,도발사이다,,N,언니들이 안 데려가는 데는 이유가 있는 거야,나이차 연애 도발 담론 — 13만뷰 도달
DXghwdniXga,2026-04-24,https://www.instagram.com/reel/DXghwdniXga/,33000,유입,도발사이다,,N,"뒷담화의 피해자가 되신 분들, 모여보세요",뒷담화 대처 처세 — 대중 소재
DXoIk--CXMZ,2026-04-27,https://www.instagram.com/reel/DXoIk--CXMZ/,881000,유입,도발사이다,,N,꼭 걸러야 될 관상 알려줄게,88만뷰 관상 가십 — 순수 도달 소재
DXoIzbMiWU-,2026-04-27,https://www.instagram.com/reel/DXoIzbMiWU-/,17000,유입,자기서사|고객편에서는순간,,N,아침부터 애둘 챙기고 나도 챙겨서 등원하고,워킹맘 아침 3시간 브이로그 — 공감 도달
DXose39iV_d,2026-04-28,https://www.instagram.com/reel/DXose39iV_d/,13000,유입,자기서사|고객편에서는순간,,N,퇴근 후 애들 하원 + 먹이고 씻기고 재우기,"워킹맘 저녁 루틴 브이로그 (전사 무의미, 캡션만)"
DXqwZPaiaD-,2026-04-28,https://www.instagram.com/reel/DXqwZPaiaD-/,13000,유입,자기서사,,N,팔자주름 왜 이렇게 도드라져 보이는 거야?,"팔자주름 시술 후기 + 정보 DM 유도 — 뷰티 도달, AD솔루션 무관"
DXq9mMRCbuH,2026-04-30,https://www.instagram.com/reel/DXq9mMRCbuH/,15000,신뢰,전문성|자기서사,,N,애들 키우면서 사업도 하는 비결,노베이스 창업의 실제 운영 규칙(B2C·수출 선택 이유)까지 공개
DXv2qKfJR09,2026-05-01,https://www.instagram.com/reel/DXv2qKfJR09/,100000,유입,도발사이다|유머,,N,신혼 애송이들 잘 들어,결혼 고점론 도발 — 10만뷰 도달
DXy4IUaJAu7,2026-05-02,https://www.instagram.com/reel/DXy4IUaJAu7/,19000,유입,유머|자기서사,,N,생얼 : 그냥 아줌마 > 메이크업 : 대표,"변신 밈 포맷 (전사 무의미, 캡션만)"
DX6wLJ1J6Wp,2026-05-05,https://www.instagram.com/reel/DX6wLJ1J6Wp/,18000,유입,고객편에서는순간,,N,엄마가 바쁘고 잘 못놀아줘도 사랑해주는,둘째와의 애정 대화 클립
DX86ksaJJwb,2026-05-06,https://www.instagram.com/reel/DX86ksaJJwb/,8284,유입,고객편에서는순간,,N,"21,22년생 자매의 성장일기",자매 성장 기록 감성 클립
DYCKL46pxss,2026-05-07,https://www.instagram.com/reel/DYCKL46pxss/,155000,유입,도발사이다|분노|전문성,고객대변,N,옛날보다 육아가 더 힘들어진 줄 알아?,육아정책·구조 불일치를 향한 분노 — 15만뷰 육아 담론 도달
DYCBB7-JLt7,2026-05-08,https://www.instagram.com/reel/DYCBB7-JLt7/,144000,신뢰,자기서사,,N,아토피 피부를 가진 평범한 저의 이야기,"신혼여행 후 발병→약값 월 200만원까지, 아토피 당사자성 서사의 출발점(38만뷰)"
DYEs1MSp-7H,2026-05-08,https://www.instagram.com/reel/DYEs1MSp-7H/,379000,유입,도발사이다,,N,시어머니가 왜 불편한 줄 알아?,고부관계 담론 — 38만뷰 도달 소재
DX_a0WsJVVp,2026-05-11,https://www.instagram.com/reel/DX_a0WsJVVp/,9198,유입,자기서사,,N,오늘은 업무하는날만 하루로 담아봤어요,"업무 하루 브이로그 (전사 무의미, 캡션만)"
DYEn0_-J3Yk,2026-05-11,https://www.instagram.com/reel/DYEn0_-J3Yk/,16000,유입,도발사이다,,N,애엄마는 이래야 돼 이딴 거 없어,엄마 프레임 반박 사이다 — 대중 공감 도달
DYMfj-9pev5,2026-05-11,https://www.instagram.com/reel/DYMfj-9pev5/,376000,유입,도발사이다|유머,,N,결혼할 때 신중해야 되는 이유,유전론 결혼 담론 — 38만뷰 도달
DYOvSHlpFhb,2026-05-12,https://www.instagram.com/reel/DYOvSHlpFhb/,48000,유입,자기서사|전문성,,N,제 오랜 고민 중 하나가 저의 다크서클인데,다크서클 시술 정보를 팔로워에게 역질문 — 소통형 뷰티 도달
DYOvIJxpd75,2026-05-13,https://www.instagram.com/reel/DYOvIJxpd75/,8298,유입,고객편에서는순간,,N,중학교때 듣던 사랑노래가 자식 노래로,노래 커버 감성 클립 (전사 가사뿐 — 캡션만)
DYRVA9qp85f,2026-05-13,https://www.instagram.com/reel/DYRVA9qp85f/,16000,유입,전문성|고객편에서는순간,,N,애가 폭력적인 행동을 하고 훈육이 필요할 때,"자체 고안 '검은 스티커' 훈육법 — 육아 실용 도달, 저장 유도"
DYRXexXJhQ0,2026-05-13,https://www.instagram.com/reel/DYRXexXJhQ0/,205000,신뢰,자기서사|전문성,,Y,국회로 갔어 아토피가 얼마나 힘든지,중증아토피연합회 설립·신약 급여 활동 이력 → 창업으로 이어지는 브랜드 정통성 서사(20만뷰)
DYWhElsvMbN,2026-05-15,https://www.instagram.com/reel/DYWhElsvMbN/,19000,유입,유머|자기서사,,N,저라는 사람을 알리는 여러 키워드에요,"키워드 자기소개 밈 (전사 무의미, 캡션만)"
DYZfvwfJFHP,2026-05-18,https://www.instagram.com/reel/DYZfvwfJFHP/,14000,유입,도발사이다,,N,주말에 아빠가 쉬는건 당연하고,"주말 육아 성역할 도발 (전사 무의미, 캡션만)"
